,new_machine,cost,revenue
4376,0,2.24,20.08
4377,1,2.09,18.85
4378,1,8.98,80.33
4379,1,6.95,63.6
4380,0,3.75,32.53
4381,0,2.58,22.12
4382,1,1.47,5.82
4383,1,0.74,0.0
4384,1,0.48,0.0
4385,0,1.16,7.26
4386,1,1.21,4.0
4387,0,2.53,21.32
4388,0,2.3,19.79
4389,1,1.53,11.33
4390,1,5.08,42.36
4391,1,4.86,37.36
4392,1,4.41,33.57
4393,0,2.1,17.56
4394,1,0.16,0.0
4395,0,1.68,12.61
4396,0,2.07,16.5
4397,0,1.78,13.76
4398,1,0.64,0.0
4399,0,3.17,28.47
4400,1,0.93,4.15
4401,0,0.14,0.0
4402,0,2.1,17.66
4403,0,7.6,72.91
4404,0,0.09,0.0
4405,1,0.98,0.0
4406,0,2.66,21.76
4407,0,2.35,18.21
4408,0,0.05,0.0
4409,1,0.94,0.0
4410,1,6.24,51.27
4411,1,2.0,14.76
4412,0,0.4,0.6
4413,1,1.0,2.85
4414,1,3.36,25.87
4415,1,1.45,7.16
4416,1,0.81,0.0
4417,1,3.08,25.71
4418,0,0.1,0.0
4419,1,0.86,2.09
4420,1,1.42,1.52
4421,0,0.46,0.0
4422,0,4.3,39.54
4423,1,0.94,1.9
4424,0,0.48,0.46
4425,1,1.9,14.0
4426,1,1.45,2.15
4427,1,4.8,39.82
4428,1,2.67,15.72
4429,1,6.69,60.8
4430,0,0.12,0.0
4431,1,6.18,54.86
4432,0,0.5,0.43
4433,0,7.8,72.7
4434,0,1.18,7.72
4435,0,2.14,16.96
4436,0,0.07,0.0
4437,0,3.92,35.33
4438,1,1.53,4.8
4439,0,7.45,71.41
4440,0,3.25,28.66
4441,1,1.28,6.65
4442,1,1.07,6.3
4443,0,0.56,1.47
4444,1,5.24,45.09
4445,0,1.73,13.86
4446,1,1.33,8.1
4447,0,9.16,86.29
4448,1,5.82,46.41
4449,0,2.65,20.4
4450,0,4.87,45.26
4451,0,0.38,0.33
4452,0,3.35,31.5
4453,0,1.18,7.06
4454,0,3.49,31.27
4455,1,9.79,94.23
4456,0,4.55,42.69
4457,0,2.5,21.12
4458,0,4.11,36.02
4459,1,2.23,17.13
4460,1,1.32,6.06
4461,0,0.12,0.0
4462,0,3.39,31.22
4463,0,0.46,1.73
4464,1,2.0,14.94
4465,0,3.3,28.68
4466,1,7.64,65.99
4467,1,3.56,26.53
4468,1,1.5,4.51
4469,0,1.93,14.66
4470,1,3.9,32.44
4471,0,0.65,3.6
4472,1,4.61,37.97
4473,1,4.92,40.63
4474,0,2.22,17.13
4475,1,6.7,56.69
4476,0,0.76,4.59
4477,1,3.25,20.89
4478,0,6.74,63.53
4479,0,3.65,33.48
4480,1,4.97,46.56
4481,1,1.53,5.2
4482,1,2.68,20.51
4483,0,1.17,7.75
4484,0,3.23,26.38
4485,0,2.22,19.99
4486,0,2.95,26.71
4487,0,2.88,23.67
4488,1,4.22,35.63
4489,0,4.81,43.08
4490,0,0.19,0.0
4491,1,9.13,85.64
4492,1,1.65,11.92
4493,0,0.56,1.22
4494,0,7.65,73.95
4495,1,4.63,40.77
4496,0,1.64,11.63
4497,1,3.06,23.87
4498,0,0.77,3.63
4499,1,2.4,15.18
4500,1,1.99,12.85
4501,0,4.21,37.07
4502,1,2.09,12.58
4503,1,4.83,41.04
4504,1,4.69,42.85
4505,1,1.77,11.88
4506,0,1.74,12.89
4507,0,2.21,19.82
4508,0,0.01,0.0
4509,1,1.59,4.32
4510,0,5.63,52.11
4511,0,4.29,38.98
4512,1,0.35,0.0
4513,0,3.02,24.83
4514,1,0.85,0.0
4515,0,2.29,19.97
4516,0,0.53,0.0
4517,1,6.69,55.57
4518,1,3.69,25.1
4519,0,0.2,0.0
4520,0,3.08,26.01
4521,0,6.68,60.98
4522,1,4.42,36.22
4523,1,1.19,3.0
4524,1,3.9,29.68
4525,0,2.83,24.53
4526,1,3.89,27.09
4527,0,4.76,42.51
4528,0,1.09,6.52
4529,0,1.32,7.84
4530,1,1.66,6.04
4531,1,1.87,14.47
4532,1,1.73,10.96
4533,1,0.53,0.0
4534,1,0.97,2.88
4535,0,0.38,0.0
4536,0,2.43,20.62
4537,0,0.62,1.5
4538,0,1.18,8.34
4539,0,5.1,47.58
4540,1,3.21,22.85
4541,0,2.2,19.34
4542,0,8.67,84.43
4543,1,1.9,13.16
4544,1,7.27,62.88
4545,1,3.31,23.09
4546,0,1.56,10.4
4547,1,1.51,10.75
4548,0,7.01,66.35
4549,1,2.65,22.06
4550,1,1.42,3.7
4551,1,2.39,19.01
4552,1,1.3,4.08
4553,1,0.98,4.07
4554,0,0.41,0.0
4555,1,3.57,30.23
4556,1,5.38,44.14
4557,0,1.17,8.95
4558,1,1.68,11.14
4559,0,4.73,43.65
4560,1,0.95,0.0
4561,0,1.21,7.41
4562,1,1.72,8.46
4563,0,2.35,20.81
4564,0,6.76,63.37
4565,1,0.94,0.0
4566,1,5.6,51.41
4567,1,2.55,21.3
4568,0,2.66,22.75
4569,1,10.4,92.71
4570,1,0.94,0.89
4571,0,0.97,5.31
4572,0,0.78,3.02
4573,0,1.9,14.5
4574,1,3.57,24.86
4575,1,4.3,37.04
4576,0,0.16,0.0
4577,1,2.33,12.86
4578,1,8.06,75.13
4579,1,2.42,15.6
4580,0,5.11,46.18
4581,0,0.36,0.0
4582,1,1.94,8.16
4583,1,4.01,36.36
4584,1,3.42,26.27
4585,0,1.76,11.42
4586,1,4.17,29.96
4587,0,4.42,39.85
4588,0,6.83,62.9
4589,0,1.74,12.52
4590,0,3.09,27.29
4591,1,1.57,10.04
4592,1,7.87,75.58
4593,1,2.44,16.56
4594,1,2.17,11.81
4595,1,8.57,79.58
4596,0,0.01,0.0
4597,1,1.59,6.31
4598,0,5.46,52.8
4599,1,2.4,14.75
4600,0,1.28,7.86
4601,0,2.66,24.46
4602,1,1.82,11.68
4603,1,2.0,10.57
4604,1,1.91,6.71
4605,0,1.13,9.1
4606,1,7.83,73.35
4607,1,10.61,93.95
4608,0,0.31,0.0
4609,0,3.99,33.85
4610,1,4.19,29.6
4611,0,2.99,26.58
4612,0,0.1,0.0
4613,1,1.18,5.01
4614,0,4.11,37.42
4615,1,3.0,17.84
4616,0,0.07,0.0
4617,1,2.7,21.01
4618,1,5.74,53.5
4619,1,6.74,61.76
4620,1,7.0,63.3
4621,0,2.25,16.76
4622,1,2.2,17.17
4623,1,1.61,6.57
4624,1,6.14,55.31
4625,1,5.79,46.39
4626,1,6.54,58.62
4627,1,1.01,4.39
4628,0,0.31,0.0
4629,1,4.17,32.78
4630,1,7.57,69.58
4631,0,7.45,70.52
4632,0,2.26,19.99
4633,1,4.04,28.76
4634,0,0.36,0.0
4635,0,0.97,5.93
4636,0,2.31,18.07
4637,0,6.38,58.46
4638,0,1.99,15.69
4639,1,2.81,21.94
4640,1,0.35,0.0
4641,0,10.03,96.25
4642,1,2.23,18.07
4643,1,0.52,0.96
4644,1,1.82,10.61
4645,0,2.16,17.72
4646,1,1.09,1.37
4647,1,1.14,3.31
4648,1,8.29,72.41
4649,0,6.18,58.12
4650,0,0.39,0.28
4651,1,1.46,3.21
4652,0,3.03,26.26
4653,0,0.9,6.04
4654,1,0.96,0.0
4655,1,3.88,31.87
4656,1,1.32,5.7
4657,1,1.97,10.45
4658,0,1.0,7.06
4659,0,0.5,0.83
4660,0,0.44,0.21
4661,1,0.92,0.5
4662,0,10.28,99.5
4663,0,3.89,36.84
4664,1,8.51,79.86
4665,1,2.99,22.05
4666,0,1.21,8.24
4667,0,0.54,1.42
4668,0,1.98,15.97
4669,1,2.24,18.12
4670,1,4.89,39.83
4671,1,2.39,19.96
4672,1,1.14,4.55
4673,1,5.52,47.13
4674,1,0.96,1.74
4675,1,3.25,20.85
4676,0,0.13,0.0
4677,0,1.38,9.87
4678,0,3.34,28.51
4679,1,0.64,1.27
4680,1,2.95,18.77
4681,0,2.32,18.91
4682,1,7.65,69.2
4683,0,1.89,15.54
4684,0,0.24,0.0
4685,0,0.47,0.0
4686,1,1.32,7.43
4687,0,4.81,42.63
4688,0,0.88,5.12
4689,1,2.99,25.0
4690,0,0.24,1.16
4691,1,0.99,3.44
4692,1,3.39,25.96
4693,0,0.31,0.48
4694,0,3.77,33.51
4695,1,2.1,15.04
4696,0,0.98,5.74
4697,0,6.21,56.66
4698,1,4.24,32.92
4699,0,0.2,0.0
4700,1,3.66,29.13
4701,1,0.95,2.73
4702,1,8.34,74.08
4703,0,0.5,3.14
4704,0,2.88,24.74
4705,0,0.83,4.06
4706,1,9.15,82.18
4707,1,1.46,8.18
4708,1,3.32,24.87
4709,1,0.93,1.34
4710,0,1.96,16.78
4711,0,2.82,23.75
4712,0,4.42,39.05
4713,0,2.44,20.25
4714,1,3.66,32.4
4715,1,6.66,56.5
4716,1,2.02,7.92
4717,0,1.25,7.32
4718,1,0.69,0.0
4719,1,2.43,20.81
4720,1,11.04,103.79
4721,0,4.0,36.14
4722,1,15.62,145.53
4723,0,1.82,13.66
4724,1,4.9,38.84
4725,1,1.41,3.95
4726,0,1.64,12.34
4727,1,3.53,30.15
4728,1,2.76,14.7
4729,0,0.09,0.0
4730,0,1.14,8.01
4731,1,4.27,31.89
4732,0,1.51,11.54
4733,1,2.22,14.58
4734,1,6.2,54.95
4735,1,1.14,6.35
4736,1,3.2,24.62
4737,1,5.87,54.25
4738,1,5.58,47.54
4739,0,0.82,5.45
4740,0,0.16,0.0
4741,1,1.14,6.14
4742,1,0.83,3.23
4743,1,0.68,0.0
4744,0,1.09,5.84
4745,1,2.63,19.7
4746,0,3.15,27.74
4747,1,1.59,11.39
4748,1,1.24,4.02
4749,0,2.53,21.37
4750,1,4.82,40.64
4751,0,3.56,32.0
4752,1,5.96,54.27
4753,0,0.92,6.81
4754,0,2.1,17.44
4755,1,2.43,17.3
4756,1,1.37,8.33
4757,0,3.48,30.88
4758,0,0.43,0.33
4759,0,4.91,46.21
4760,1,0.16,0.0
4761,1,1.97,11.87
4762,1,3.51,25.3
4763,1,2.46,13.05
4764,1,3.84,29.33
4765,1,0.39,0.0
4766,1,6.45,57.53
4767,1,0.74,0.0
4768,0,1.02,7.26
4769,0,1.04,7.19
4770,1,0.53,0.0
4771,1,1.09,0.0
4772,1,6.63,56.91
4773,0,4.49,39.51
4774,1,4.9,37.75
4775,1,4.04,31.89
4776,0,0.23,0.0
4777,1,1.94,7.89
4778,1,0.95,0.0
4779,0,0.19,0.0
4780,0,0.12,0.0
4781,0,0.67,1.85
4782,0,0.17,0.0
4783,0,0.05,0.0
4784,1,0.88,4.26
4785,1,5.63,44.64
4786,1,0.38,0.0
4787,1,12.82,121.12
4788,0,3.22,27.83
4789,1,6.11,58.4
4790,1,4.02,29.68
4791,1,4.55,40.01
4792,1,1.9,8.36
4793,1,1.39,7.45
4794,1,4.19,31.03
4795,1,3.04,21.89
4796,1,2.33,16.35
4797,1,0.82,1.17
4798,0,0.79,3.35
4799,1,3.39,22.43
4800,0,1.58,10.23
4801,1,10.66,96.78
4802,1,2.99,22.52
4803,1,2.63,14.28
4804,0,9.02,86.77
4805,1,0.31,0.0
4806,1,1.05,4.56
4807,1,1.45,9.56
4808,0,5.76,53.95
4809,0,4.36,37.07
4810,1,1.96,8.69
4811,1,6.71,59.85
4812,1,0.81,0.0
4813,1,2.27,16.56
4814,0,3.19,27.63
4815,0,1.12,6.34
4816,0,0.22,0.0
4817,0,0.89,5.48
4818,0,1.98,16.58
4819,1,2.01,8.6
4820,0,1.61,13.58
4821,0,0.29,0.0
4822,1,0.76,0.0
4823,0,6.3,59.94
4824,0,0.24,0.0
4825,0,1.04,6.11
4826,1,3.36,29.15
4827,1,5.75,51.33
4828,1,1.5,9.38
4829,0,3.17,26.8
4830,0,1.92,16.05
4831,1,0.19,0.0
4832,1,1.67,10.49
4833,1,0.16,0.0
4834,0,9.99,95.22
4835,1,4.53,39.52
4836,1,2.2,10.61
4837,1,0.88,2.77
4838,1,2.36,13.02
4839,0,1.14,7.08
4840,1,1.79,12.11
4841,0,7.53,70.43
4842,1,2.55,13.92
4843,0,4.06,37.09
4844,0,0.51,1.7
4845,1,3.28,20.07
4846,1,2.69,16.63
4847,1,3.67,24.27
4848,0,3.42,28.73
4849,1,6.07,56.44
4850,0,0.78,3.21
4851,1,2.07,10.95
4852,0,0.18,0.0
4853,1,3.57,25.91
4854,1,8.24,77.13
4855,1,1.74,11.86
4856,1,11.14,105.72
4857,0,2.73,21.98
4858,1,1.17,4.2
4859,0,2.26,20.28
4860,0,3.07,25.18
4861,1,4.2,30.97
4862,1,3.85,28.01
4863,1,1.05,4.01
4864,0,0.7,1.85
4865,1,1.61,5.79
4866,0,3.96,35.83
4867,0,2.08,14.76
4868,1,3.82,30.34
4869,1,5.37,45.04
4870,0,2.49,22.65
4871,0,1.91,15.37
4872,0,1.55,12.06
4873,0,2.31,18.37
4874,0,0.49,0.47
4875,1,4.71,42.96
4876,0,7.32,68.76
4877,0,5.02,44.4
4878,1,5.83,49.61
4879,0,5.31,48.61
4880,0,0.58,0.78
4881,1,16.79,162.61
4882,0,3.21,30.01
4883,0,1.64,13.83
4884,1,6.99,63.02
4885,1,3.16,23.58
4886,1,16.07,150.07
4887,1,4.5,39.12
4888,1,2.04,10.87
4889,0,4.07,37.19
4890,1,4.59,37.45
4891,1,1.96,10.6
4892,1,6.8,60.47
4893,1,0.69,0.53
4894,0,1.36,9.56
4895,1,3.43,29.75
4896,1,2.65,16.98
4897,1,4.0,32.0
4898,0,17.8,175.96
4899,1,0.29,0.0
4900,0,4.27,37.06
4901,1,5.55,46.38
4902,1,1.17,7.52
4903,1,1.39,5.79
4904,1,2.07,14.78
4905,0,1.5,8.94
4906,1,2.91,19.08
4907,0,0.71,2.97
4908,1,2.29,17.41
4909,1,5.33,48.53
4910,0,6.43,59.62
4911,1,4.11,28.2
4912,0,1.02,7.93
4913,1,6.5,58.03
4914,0,1.64,12.33
4915,1,1.75,5.53
4916,0,0.43,0.0
4917,1,10.53,95.82
4918,1,0.71,0.0
4919,1,2.58,20.26
4920,0,0.68,3.34
4921,1,6.28,57.17
4922,0,0.65,2.79
4923,1,4.32,37.62
4924,1,1.44,3.0
4925,0,8.35,79.53
4926,0,3.27,28.64
4927,0,1.61,12.55
4928,1,10.45,94.94
4929,0,2.23,18.71
4930,0,1.45,12.12
4931,1,0.69,2.89
4932,0,3.83,34.87
4933,1,3.52,26.35
4934,0,0.76,3.58
4935,0,0.86,3.8
4936,0,0.75,3.42
4937,0,2.05,16.12
4938,1,0.34,0.0
4939,0,1.02,6.33
4940,1,4.45,37.33
4941,1,3.88,27.13
4942,0,5.12,47.12
4943,1,4.74,37.7
4944,0,0.06,0.0
4945,0,2.53,20.78
4946,1,1.75,13.47
4947,1,1.78,9.19
4948,1,15.14,142.6
4949,1,3.43,29.42
4950,0,0.87,4.01
4951,1,3.01,20.75
4952,0,0.3,0.0
4953,0,4.1,36.72
4954,1,1.85,8.75
4955,1,0.97,1.87
4956,1,0.68,2.2
4957,1,1.01,0.0
4958,1,4.96,41.44
4959,0,3.91,35.15
4960,1,2.76,14.96
4961,0,1.1,4.86
4962,1,1.58,12.34
4963,1,6.55,58.85
4964,0,0.39,0.0
4965,0,0.09,0.0
4966,0,0.73,4.57
4967,0,2.21,17.41
4968,1,0.69,0.11
4969,1,1.18,0.0
4970,1,4.12,33.16
4971,1,2.61,17.22
4972,1,9.27,85.94
4973,0,7.25,68.28
4974,1,1.8,8.81
4975,1,1.66,9.53
4976,1,8.5,75.35
4977,0,2.6,22.7
4978,0,1.38,8.21
4979,1,5.0,42.91
4980,0,7.75,74.76
4981,1,3.97,30.09
4982,1,1.23,5.21
4983,1,5.67,49.41
4984,1,1.92,13.57
4985,1,4.17,32.82
4986,0,2.0,16.79
4987,1,9.45,83.76
4988,1,1.21,0.0
4989,1,0.74,4.01
4990,1,1.01,3.1
4991,1,1.08,5.61
4992,1,1.05,3.4
4993,0,0.5,3.26
4994,1,4.23,33.0
4995,1,1.07,2.01
4996,0,0.81,4.52
4997,0,0.66,2.14
4998,0,1.53,10.96
4999,1,9.66,92.37
5000,1,1.76,9.48
5001,1,1.77,8.21
5002,1,0.79,0.0
5003,1,1.77,11.36
5004,0,0.79,1.74
5005,1,5.06,37.14
5006,0,0.36,0.0
5007,1,1.27,2.42
5008,0,0.98,6.38
5009,0,1.02,6.89
5010,1,5.68,51.91
5011,1,5.1,43.9
5012,1,3.09,24.45
5013,1,2.01,6.98
5014,0,1.15,7.38
5015,0,2.69,22.54
5016,1,4.44,36.15
5017,0,1.45,10.43
5018,1,2.71,16.7
5019,1,6.81,62.85
5020,0,3.15,27.52
5021,0,2.3,21.03
5022,0,0.22,0.06
5023,1,1.3,2.72
5024,0,0.67,4.54
5025,0,2.93,24.29
5026,1,0.88,0.0
5027,0,0.09,0.0
5028,1,2.28,12.83
5029,0,3.81,34.06
5030,0,3.55,33.05
5031,1,5.44,44.49
5032,1,4.18,34.17
5033,1,3.14,25.52
5034,0,2.0,16.01
5035,1,1.16,4.66
5036,1,3.2,22.01
5037,1,3.18,26.48
5038,1,0.66,0.4
5039,1,2.66,21.76
5040,0,0.31,0.55
5041,1,2.46,19.67
5042,1,0.94,2.5
5043,0,0.38,1.24
5044,1,0.54,0.0
5045,0,7.26,68.97
5046,1,3.06,21.99
5047,1,1.38,7.36
5048,1,0.84,0.2
5049,0,2.3,20.07
5050,0,0.47,0.44
5051,0,4.52,41.97
5052,1,2.47,17.96
5053,1,4.45,37.24
5054,1,2.31,13.61
5055,1,4.21,34.8
5056,0,3.46,29.96
5057,0,2.47,22.19
5058,0,5.61,52.86
5059,1,2.62,22.58
5060,1,3.34,24.01
5061,1,1.26,7.68
5062,1,8.09,76.16
5063,1,2.89,19.22
5064,0,1.49,10.67
5065,1,3.12,20.21
5066,1,1.13,2.65
5067,1,1.35,8.28
5068,0,1.1,8.11
5069,0,2.17,19.72
5070,0,3.57,30.1
5071,0,1.02,6.14
5072,1,1.4,1.5
5073,1,2.47,21.55
5074,1,5.85,52.9
5075,0,1.63,13.24
5076,0,1.94,16.85
5077,1,1.85,8.01
5078,0,4.96,46.01
5079,1,1.31,1.21
5080,0,0.56,2.31
5081,1,30.47,298.34
5082,0,3.44,30.63
5083,1,2.52,19.3
5084,1,5.54,45.36
5085,1,17.32,168.49
5086,0,0.64,4.23
5087,0,4.7,42.29
5088,0,1.26,9.09
5089,1,4.58,37.06
5090,0,3.69,33.66
5091,0,19.18,188.58
5092,0,0.36,0.0
5093,0,0.01,0.0
5094,0,4.13,36.37
5095,0,2.52,21.96
5096,1,4.17,32.26
5097,1,5.07,39.42
5098,1,3.02,18.27
5099,1,1.99,9.0
5100,1,5.31,41.87
5101,0,1.43,11.57
5102,1,2.97,23.33
5103,0,6.72,61.88
5104,0,0.52,2.27
5105,1,0.61,0.0
5106,0,0.89,4.78
5107,1,5.45,46.45
5108,1,2.82,22.53
5109,1,8.8,84.9
5110,0,2.38,19.33
5111,0,0.93,7.33
5112,0,4.36,38.5
5113,0,3.21,28.65
5114,0,5.16,47.75
5115,1,3.62,29.54
5116,1,2.09,14.91
5117,0,0.97,4.01
5118,0,0.17,0.0
5119,0,1.1,6.5
5120,0,0.14,0.0
5121,0,1.69,13.35
5122,1,1.51,6.46
5123,1,4.64,34.41
5124,1,0.88,4.82
5125,1,0.66,0.0
5126,0,5.48,49.89
5127,1,1.0,0.0
5128,1,4.52,38.0
5129,1,8.86,78.21
5130,1,1.29,2.35
5131,0,2.46,21.82
5132,0,1.8,15.11
5133,0,4.81,44.18
5134,0,2.93,25.67
5135,1,1.4,7.25
5136,1,1.0,0.0
5137,0,1.98,15.69
5138,1,7.38,67.25
5139,0,7.07,66.08
5140,1,0.75,0.63
5141,1,6.55,55.24
5142,0,0.11,0.0
5143,0,0.29,0.0
5144,1,11.15,100.07
5145,1,2.02,11.67
5146,1,0.98,0.0
5147,0,1.91,14.71
5148,1,0.89,0.0
5149,1,0.55,0.0
5150,1,3.47,23.11
5151,0,0.71,2.94
5152,0,2.92,24.35
5153,0,1.22,7.77
5154,1,0.44,0.0
5155,0,12.48,121.01
5156,1,1.41,5.55
5157,1,0.51,0.0
5158,0,0.98,7.53
5159,0,0.87,3.7
5160,0,1.07,6.69
5161,0,1.32,9.4
5162,0,4.91,44.54
5163,1,1.18,0.0
5164,1,1.83,9.74
5165,1,1.13,0.08
5166,0,12.09,118.42
5167,0,0.47,1.45
5168,0,1.96,13.84
5169,0,1.96,16.2
5170,0,4.56,41.69
5171,0,0.95,5.0
5172,1,4.32,34.6
5173,0,0.08,0.0
5174,0,7.86,74.02
5175,1,0.76,0.0
5176,1,2.27,15.92
5177,0,0.57,1.77
5178,0,1.38,8.28
5179,0,3.08,28.0
5180,0,0.46,0.37
5181,1,1.36,6.03
5182,0,3.41,30.31
5183,1,6.46,53.65
5184,1,3.42,22.13
5185,1,2.24,16.52
5186,1,1.24,0.89
5187,1,1.07,0.37
5188,0,9.52,90.31
5189,0,0.01,0.0
5190,1,2.76,16.51
5191,1,4.74,39.65
5192,0,0.71,4.99
5193,1,2.63,15.88
5194,0,2.04,15.85
5195,0,0.9,3.42
5196,0,6.33,59.31
5197,1,7.87,73.04
5198,1,4.83,38.71
5199,0,0.03,0.0
5200,1,3.48,26.14
5201,1,1.03,3.6
5202,0,0.93,6.63
5203,1,1.21,2.09
5204,1,3.48,23.3
5205,0,1.78,13.09
5206,1,1.34,3.11
5207,0,8.09,78.34
5208,0,0.82,5.32
5209,0,4.53,40.06
5210,0,0.08,0.0
5211,1,0.95,2.55
5212,0,5.13,47.5
5213,0,2.31,19.18
5214,1,3.19,27.55
5215,1,2.55,14.02
5216,1,1.86,11.31
5217,1,0.86,0.7
5218,0,0.56,0.38
5219,0,7.54,71.87
5220,0,1.84,13.6
5221,1,2.82,17.56
5222,1,3.89,31.46
5223,1,0.85,0.0
5224,1,2.51,21.07
5225,0,6.5,61.27
5226,1,2.56,14.8
5227,1,2.14,13.99
5228,1,2.8,15.49
5229,0,5.8,54.46
5230,1,3.11,26.49
5231,0,4.13,39.03
5232,1,4.12,35.85
5233,0,0.16,0.0
5234,0,11.28,107.89
5235,1,4.6,33.24
5236,1,2.85,22.32
5237,0,0.14,0.0
5238,0,7.51,70.89
5239,1,2.01,15.41
5240,1,7.65,69.27
5241,0,1.63,12.61
5242,1,3.06,21.76
5243,0,6.72,63.35
5244,1,2.81,16.24
5245,0,0.59,2.69
5246,1,2.18,13.72
5247,0,1.44,9.95
5248,1,4.57,36.16
5249,0,5.51,52.16
5250,1,0.9,0.0
5251,1,2.57,17.94
5252,0,0.93,5.56
5253,1,0.97,3.11
5254,1,3.33,28.87
5255,1,5.75,49.47
5256,0,2.36,19.94
5257,1,0.77,3.4
5258,0,4.17,37.43
5259,1,3.11,20.08
5260,1,5.57,46.73
5261,0,10.03,96.9
5262,1,2.45,14.51
5263,1,1.48,9.79
5264,0,0.99,5.78
5265,0,3.52,31.12
5266,0,10.71,101.98
5267,0,1.01,6.71
5268,1,1.87,13.92
5269,0,2.58,20.04
5270,0,9.23,89.12
5271,0,0.85,3.79
5272,0,9.78,93.98
5273,0,2.23,17.44
5274,1,4.58,37.69
5275,0,4.56,40.7
5276,0,0.54,0.0
5277,0,11.04,106.21
5278,1,11.62,108.54
5279,1,6.6,57.3
5280,0,5.56,51.43
5281,0,1.18,7.3
5282,1,6.39,56.04
5283,1,7.43,64.51
5284,0,0.93,5.06
5285,0,0.56,4.56
5286,0,4.24,37.37
5287,1,3.53,22.45
5288,1,1.02,1.25
5289,0,1.53,12.33
5290,1,2.09,9.67
5291,1,4.17,30.68
5292,0,1.64,13.18
5293,0,3.14,26.73
5294,1,5.03,45.87
5295,0,3.68,33.14
5296,0,2.88,26.0
5297,1,7.34,66.92
5298,0,0.85,3.55
5299,1,2.69,19.48
5300,1,5.2,41.66
5301,1,1.11,4.1
5302,0,0.71,3.14
5303,1,4.34,32.4
5304,0,4.55,41.81
5305,0,6.52,61.76
5306,1,2.2,14.66
5307,1,4.26,34.67
5308,1,1.14,3.08
5309,1,1.35,9.08
5310,0,3.0,26.49
5311,1,0.56,0.05
5312,0,9.35,88.77
5313,0,0.41,0.0
5314,1,4.5,41.48
5315,1,1.27,6.64
5316,1,4.75,37.27
5317,1,1.88,12.78
5318,1,4.85,39.01
5319,1,7.64,67.11
5320,0,2.72,22.49
5321,0,0.54,1.57
5322,1,9.32,86.22
5323,1,2.58,18.68
5324,0,0.82,4.73
5325,1,2.02,12.65
5326,1,4.75,36.58
5327,1,8.31,78.8
5328,0,7.11,66.58
5329,1,0.91,3.09
5330,1,6.57,58.14
5331,0,2.68,22.27
5332,1,1.78,13.48
5333,1,2.27,16.71
5334,1,5.56,44.92
5335,1,6.2,53.6
5336,0,3.22,25.8
5337,0,0.18,0.0
5338,1,5.49,47.25
5339,0,0.08,0.0
5340,1,1.49,12.08
5341,0,1.76,14.25
5342,0,2.12,16.74
5343,0,0.89,4.38
5344,0,1.63,12.9
5345,1,5.2,44.5
5346,0,0.95,4.85
5347,0,5.03,47.84
5348,0,0.04,0.0
5349,1,1.3,1.38
5350,1,8.36,73.28
5351,1,2.84,18.49
5352,1,1.14,0.64
5353,0,2.83,24.69
5354,1,2.82,16.62
5355,1,0.65,0.0
5356,1,1.87,11.14
5357,1,3.79,28.09
5358,0,2.96,25.75
5359,0,6.54,62.58
5360,1,2.48,16.55
5361,1,1.18,0.6
5362,1,0.47,0.98
5363,0,1.62,13.03
5364,1,0.89,1.87
5365,1,8.37,74.87
5366,1,1.5,4.53
5367,0,1.42,10.7
5368,0,2.15,17.56
5369,0,1.2,6.41
5370,0,3.28,28.39
5371,0,2.79,23.03
5372,1,8.89,79.77
5373,1,5.88,48.76
5374,1,2.81,24.88
5375,0,1.78,13.06
5376,0,2.86,24.41
5377,0,2.93,25.28
5378,0,0.94,4.4
5379,1,0.97,1.17
5380,0,2.2,19.5
5381,1,1.95,9.25
5382,0,1.46,11.33
5383,0,0.0,0.0
5384,1,3.95,31.54
5385,0,0.18,0.0
5386,0,3.99,34.91
5387,1,1.21,2.35
5388,1,0.73,2.96
5389,1,2.78,25.38
5390,1,12.46,119.42
5391,0,1.64,12.57
5392,1,7.09,60.56
5393,0,0.19,0.0
5394,0,2.13,16.0
5395,0,3.43,30.92
5396,1,1.7,9.84
5397,0,0.42,1.2
5398,0,0.05,0.0
5399,1,1.75,12.65
5400,1,4.67,36.64
5401,0,13.99,137.82
5402,0,1.87,14.4
5403,1,1.27,7.79
5404,0,1.28,8.96
5405,0,0.29,0.0
5406,1,2.52,15.92
5407,1,3.83,28.38
5408,0,2.93,25.44
5409,0,0.04,0.0
5410,1,3.88,27.39
5411,1,3.76,29.86
5412,0,2.09,17.75
5413,0,8.69,83.69
5414,0,0.9,6.27
5415,0,5.73,53.62
5416,1,1.21,2.17
5417,0,0.91,5.22
5418,1,1.21,3.97
5419,0,6.5,61.79
5420,1,4.92,43.43
5421,0,1.8,12.87
5422,0,1.42,9.18
5423,1,0.54,0.0
5424,0,3.63,31.38
5425,0,10.05,95.79
5426,0,4.52,41.33
5427,1,0.86,3.88
5428,0,0.92,2.9
5429,1,2.15,14.84
5430,0,1.57,13.22
5431,0,0.79,3.74
5432,1,5.36,45.41
5433,1,5.15,43.27
5434,0,3.68,33.16
5435,0,0.01,0.0
5436,1,8.09,72.94
5437,1,1.28,9.38
5438,0,0.09,0.0
5439,1,3.48,27.78
5440,1,4.84,37.54
5441,0,3.33,30.85
5442,1,1.92,12.42
5443,0,5.92,55.68
5444,1,1.97,9.51
5445,0,2.32,19.01
5446,1,8.21,71.86
5447,0,3.9,34.72
5448,1,0.75,0.0
5449,0,4.5,40.37
5450,1,7.59,67.51
