Customer,State,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Vehicle Class,Vehicle Size, Customer Lifetime Value 
UV54502,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Large," $2,538 "
WB38524,California,Basic,High School or Below,Employed,M,46131,Suburban,Married,Two-Door Car,Small," $2,970 "
CE56187,Oregon,Basic,Master,Employed,F,54514,Urban,Divorced,SUV,Medsize," $4,363 "
JL19416,California,Premium,High School or Below,Unemployed,F,0,Suburban,Single,SUV,Medsize," $5,884 "
JZ61422,Nevada,Basic,College,Employed,F,96668,Suburban,Single,Four-Door Car,Medsize," $5,272 "
LA13377,California,Basic,Doctor,Employed,M,78879,Suburban,Married,Four-Door Car,Small," $5,510 "
NC99948,Nevada,Basic,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $16,314 "
QD34785,Arizona,Extended,Bachelor,Unemployed,F,0,Suburban,Married,Four-Door Car,Small," $5,678 "
RO26085,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Sports Car,Large," $12,101 "
ES57969,Oregon,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,Four-Door Car,Medsize," $2,454 "
BI76326,California,Premium,College,Employed,F,52135,Urban,Single,SUV,Small," $12,275 "
OJ90342,Oregon,Basic,Bachelor,Employed,F,29486,Rural,Married,Four-Door Car,Medsize," $2,457 "
JJ97525,California,Basic,Bachelor,Employed,M,25632,Suburban,Married,Two-Door Car,Medsize," $4,930 "
XV21647,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Sports Car,Medsize," $8,036 "
BL90769,California,Basic,Bachelor,Employed,F,33190,Suburban,Divorced,SUV,Medsize," $33,473 "
CR57148,Oregon,Basic,Master,Employed,F,47945,Rural,Married,Two-Door Car,Medsize," $5,961 "
YL74732,California,Basic,High School or Below,Disabled,F,15192,Suburban,Married,SUV,Medsize," $3,832 "
FG16766,California,Premium,Bachelor,Employed,F,51859,Suburban,Married,SUV,Medsize," $6,838 "
NV55438,Nevada,Basic,High School or Below,Retired,F,23422,Suburban,Single,Two-Door Car,Medsize," $5,285 "
GL56175,Arizona,Extended,College,Employed,M,79298,Urban,Married,Four-Door Car,Medsize," $3,590 "
LL45497,Washington,Basic,College,Employed,F,67282,Suburban,Married,Two-Door Car,Medsize," $2,488 "
BC62782,Arizona,Basic,College,Employed,F,48534,Suburban,Married,SUV,Small," $13,576 "
YM57893,Washington,Premium,Doctor,Employed,M,77678,Suburban,Married,Two-Door Car,Small," $4,686 "
JP30654,Oregon,Basic,College,Employed,F,48412,Suburban,Single,SUV,Medsize," $28,686 "
EN60878,Oregon,Extended,Bachelor,Disabled,M,23712,Urban,Single,Four-Door Car,Medsize," $6,183 "
JF36291,California,Basic,College,Retired,M,28142,Suburban,Married,Sports Car,Medsize," $3,874 "
BK59444,California,Basic,Master,Employed,F,72196,Rural,Single,Four-Door Car,Medsize," $18,929 "
MK70700,California,Basic,Master,Employed,M,68197,Urban,Married,Four-Door Car,Medsize," $5,553 "
AP98768,California,Extended,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $10,442 "
OM24164,Nevada,Basic,Bachelor,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $2,200 "
ZM92052,Oregon,Basic,Bachelor,Employed,M,57099,Rural,Single,Two-Door Car,Small," $2,613 "
QQ90441,Nevada,Premium,High School or Below,Employed,F,59207,Suburban,Single,Four-Door Car,Medsize," $13,771 "
HU35721,Oregon,Basic,High School or Below,Employed,M,40171,Suburban,Divorced,Four-Door Car,Medsize," $2,877 "
XH85336,Washington,Basic,Bachelor,Employed,M,67798,Suburban,Divorced,Four-Door Car,Medsize," $5,548 "
OY74069,Arizona,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $3,538 "
DJ91267,Nevada,Extended,Bachelor,Employed,F,34226,Rural,Married,Luxury SUV,Small," $29,091 "
KB72438,California,Extended,High School or Below,Employed,F,65989,Rural,Married,SUV,Medsize," $19,834 "
GF65731,California,Basic,Master,Unemployed,F,0,Suburban,Married,Sports Car,Large," $35,538 "
HB67642,Arizona,Basic,High School or Below,Employed,F,20090,Suburban,Married,Sports Car,Medsize," $34,611 "
DP84567,California,Basic,High School or Below,Unemployed,M,0,Suburban,Married,Luxury SUV,Large," $20,216 "
VV77534,Oregon,Premium,College,Employed,M,77094,Urban,Married,SUV,Medsize," $13,977 "
GL67540,California,Basic,College,Employed,F,97413,Urban,Married,Four-Door Car,Medsize," $5,904 "
UK59698,California,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,Two-Door Car,Medsize," $2,294 "
OA57352,Arizona,Extended,College,Retired,F,18577,Suburban,Divorced,Four-Door Car,Medsize," $6,274 "
VH31965,Washington,Basic,Bachelor,Employed,M,40783,Suburban,Married,Four-Door Car,Medsize," $5,285 "
EM29359,Nevada,Basic,College,Medical Leave,M,17483,Suburban,Married,Luxury Car,Large," $7,127 "
SF57173,Oregon,Basic,Master,Employed,M,84394,Suburban,Married,SUV,Medsize," $4,602 "
OT47603,Oregon,Extended,College,Unemployed,M,0,Suburban,Married,Sports Car,Medsize," $9,155 "
SW31412,Oregon,Basic,College,Employed,F,41440,Suburban,Married,Four-Door Car,Small," $14,808 "
JS36322,Arizona,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Sports Car,Small," $8,902 "
RE81445,Oregon,Basic,College,Employed,F,98132,Rural,Married,Two-Door Car,Medsize," $5,735 "
RM24280,Oregon,Premium,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $4,178 "
LC25393,California,Extended,Bachelor,Employed,M,88220,Rural,Married,Luxury Car,Small," $27,776 "
UX38930,Arizona,Extended,Master,Employed,F,58327,Urban,Married,SUV,Medsize," $10,364 "
HD95496,Oregon,Basic,Master,Employed,M,25950,Urban,Married,Two-Door Car,Medsize," $7,852 "
EG48956,Washington,Basic,College,Unemployed,M,0,Suburban,Married,Two-Door Car,Large," $4,031 "
UF88986,Washington,Basic,College,Employed,F,39783,Suburban,Single,Two-Door Car,Medsize," $2,795 "
DB42794,California,Premium,College,Employed,M,58842,Suburban,Married,Four-Door Car,Medsize," $4,363 "
TE35785,California,Basic,Doctor,Unemployed,M,0,Suburban,Married,Luxury SUV,Large," $6,948 "
CM55703,Washington,Basic,College,Employed,F,33746,Suburban,Divorced,Two-Door Car,Medsize," $2,897 "
QN65180,Oregon,Extended,Bachelor,Employed,F,22254,Rural,Married,Four-Door Car,Large," $21,904 "
GE47180,Nevada,Basic,High School or Below,Employed,M,65974,Rural,Married,Sports Car,Medsize," $9,029 "
VQ38776,Oregon,Extended,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Large," $5,304 "
IN17648,Nevada,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $5,124 "
DF95759,Oregon,Extended,College,Unemployed,M,0,Suburban,Married,SUV,Medsize," $9,492 "
QG45324,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $8,205 "
MN61620,Arizona,Extended,College,Employed,F,67752,Rural,Single,Sports Car,Small," $9,877 "
FY13480,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $6,277 "
UM45563,Washington,Basic,Bachelor,Employed,M,68798,Rural,Single,SUV,Medsize," $4,503 "
WE68644,Oregon,Basic,Bachelor,Medical Leave,F,20325,Suburban,Married,Sports Car,Medsize," $3,804 "
EZ30498,Oregon,Basic,Bachelor,Medical Leave,M,13129,Suburban,Married,SUV,Medsize," $8,635 "
QY74517,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Large," $5,511 "
MZ82036,Nevada,Basic,College,Employed,M,42536,Suburban,Divorced,Four-Door Car,Medsize," $4,889 "
TT82373,California,Extended,Bachelor,Employed,F,21450,Suburban,Married,Sports Car,Medsize," $10,937 "
IO33050,Oregon,Basic,High School or Below,Employed,F,40169,Urban,Divorced,Four-Door Car,Medsize," $5,119 "
XA55917,California,Basic,College,Disabled,F,26049,Suburban,Married,SUV,Medsize," $8,534 "
JK32620,Nevada,Basic,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $2,225 "
RQ19236,Arizona,Basic,Doctor,Employed,M,55411,Urban,Married,Sports Car,Medsize," $8,043 "
QC47433,Oregon,Basic,College,Medical Leave,M,12459,Suburban,Married,Four-Door Car,Small," $2,554 "
RA93608,Oregon,Extended,Bachelor,Employed,M,64620,Suburban,Married,Two-Door Car,Small," $18,074 "
EI46264,California,Basic,High School or Below,Employed,M,56621,Rural,Married,Four-Door Car,Medsize," $2,538 "
LU89008,Arizona,Extended,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $5,956 "
NS10490,Oregon,Basic,Bachelor,Employed,F,83235,Suburban,Married,Two-Door Car,Medsize," $14,159 "
KL98495,Nevada,Basic,College,Unemployed,M,0,Suburban,Married,Two-Door Car,Medsize," $8,487 "
IU96845,Arizona,Extended,College,Employed,M,32390,Rural,Married,Four-Door Car,Medsize," $6,285 "
QL93655,Oregon,Extended,High School or Below,Employed,F,66538,Urban,Married,Two-Door Car,Medsize," $11,473 "
QZ42725,Washington,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $2,311 "
LZ34046,Oregon,Basic,Bachelor,Employed,M,76358,Rural,Married,Four-Door Car,Medsize," $23,595 "
ZH19885,Washington,Basic,High School or Below,Employed,F,43860,Rural,Single,Four-Door Car,Medsize," $2,515 "
YE88490,Arizona,Basic,College,Employed,F,55350,Suburban,Married,Four-Door Car,Medsize," $5,381 "
YC80498,California,Basic,College,Medical Leave,F,12964,Suburban,Single,Two-Door Car,Medsize," $4,771 "
AI85843,Arizona,Extended,Master,Employed,F,33288,Urban,Married,Four-Door Car,Medsize," $6,757 "
XD66024,Arizona,Extended,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $5,936 "
FY51713,Arizona,Extended,Bachelor,Employed,F,56168,Suburban,Married,Four-Door Car,Small," $3,571 "
PH26378,California,Extended,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $6,020 "
WQ18638,Oregon,Basic,High School or Below,Employed,M,23105,Suburban,Married,Two-Door Car,Small," $5,427 "
KY14688,Oregon,Basic,Master,Employed,F,36218,Rural,Married,Four-Door Car,Large," $2,730 "
QC87108,Oregon,Basic,College,Employed,F,49665,Suburban,Single,Four-Door Car,Large," $8,769 "
CX12134,Nevada,Premium,High School or Below,Employed,M,32471,Suburban,Single,Two-Door Car,Medsize," $4,221 "
CK19789,California,Basic,Master,Employed,F,62773,Rural,Married,Four-Door Car,Medsize," $5,887 "
UV12583,California,Basic,College,Employed,F,76694,Suburban,Married,SUV,Medsize," $4,701 "
JC11405,Oregon,Premium,High School or Below,Employed,M,55687,Suburban,Divorced,Luxury SUV,Medsize," $10,964 "
KA89683,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $2,523 "
BG85305,Nevada,Extended,Doctor,Employed,M,36633,Suburban,Single,Four-Door Car,Medsize," $3,758 "
UQ87917,Oregon,Basic,High School or Below,Employed,M,77060,Urban,Married,SUV,Medsize," $12,942 "
OS46571,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Small," $6,890 "
RP19541,Arizona,Basic,College,Employed,M,64801,Urban,Married,Four-Door Car,Medsize," $7,582 "
NQ86532,California,Basic,High School or Below,Medical Leave,M,26854,Suburban,Married,Four-Door Car,Small," $2,576 "
SV38190,Nevada,Extended,Bachelor,Employed,F,30689,Suburban,Married,Four-Door Car,Medsize," $6,482 "
EX28656,Oregon,Premium,College,Employed,F,25965,Suburban,Divorced,Luxury SUV,Medsize," $9,830 "
CF57022,Oregon,Extended,Bachelor,Medical Leave,M,17269,Suburban,Married,SUV,Small," $10,443 "
RM41745,California,Premium,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $8,279 "
XR70252,California,Basic,High School or Below,Unemployed,F,0,Suburban,Married,Two-Door Car,Medsize," $4,789 "
ZX23819,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Two-Door Car,Large," $7,984 "
FJ54907,Oregon,Basic,College,Employed,F,42303,Suburban,Married,Luxury SUV,Medsize," $7,181 "
GE82737,Nevada,Extended,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $5,337 "
KY21873,Arizona,Basic,College,Unemployed,M,0,Rural,Married,Two-Door Car,Medsize," $5,051 "
BV55014,Oregon,Basic,Bachelor,Employed,M,24445,Suburban,Single,Two-Door Car,Medsize," $7,269 "
HX21307,Oregon,Basic,College,Employed,M,72302,Suburban,Divorced,Two-Door Car,Medsize," $2,617 "
LQ68252,Oregon,Basic,High School or Below,Retired,M,27208,Suburban,Single,SUV,Medsize," $3,738 "
RD62882,Arizona,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,Two-Door Car,Large," $6,846 "
BT30554,Arizona,Extended,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Large," $10,346 "
VP57424,Nevada,Extended,Bachelor,Employed,F,55873,Urban,Married,Four-Door Car,Small," $6,997 "
VU19243,Arizona,Premium,High School or Below,Medical Leave,F,18052,Suburban,Divorced,Four-Door Car,Medsize," $4,196 "
TA82973,Oregon,Basic,High School or Below,Employed,F,28937,Rural,Divorced,SUV,Medsize," $7,858 "
GK71720,Oregon,Extended,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $6,064 "
OQ61223,California,Basic,College,Unemployed,M,0,Suburban,Divorced,Two-Door Car,Medsize," $17,498 "
LL62746,Oregon,Basic,Doctor,Medical Leave,M,12829,Urban,Married,SUV,Medsize," $8,971 "
JQ56711,Oregon,Basic,Master,Employed,F,92163,Rural,Married,Two-Door Car,Medsize," $5,923 "
AW77988,Oregon,Basic,High School or Below,Disabled,M,17588,Suburban,Single,Luxury Car,Medsize," $35,851 "
HF75891,Washington,Basic,High School or Below,Employed,F,82302,Suburban,Married,SUV,Medsize," $4,331 "
MY97912,Arizona,Extended,College,Unemployed,M,0,Suburban,Divorced,SUV,Medsize," $13,309 "
AW73065,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $2,792 "
HI74419,Washington,Basic,College,Employed,M,50825,Urban,Married,SUV,Medsize," $8,093 "
PX70175,Arizona,Extended,College,Employed,M,93459,Suburban,Married,Four-Door Car,Medsize," $7,996 "
KF75098,Arizona,Basic,Bachelor,Employed,M,86148,Suburban,Married,Four-Door Car,Small," $5,130 "
MY64920,Oregon,Basic,College,Employed,F,73259,Suburban,Married,SUV,Medsize," $9,217 "
GN46207,Oregon,Basic,Master,Employed,F,29462,Suburban,Single,SUV,Large," $4,171 "
KL57176,Oregon,Basic,College,Employed,F,67801,Rural,Divorced,SUV,Medsize," $4,505 "
MN94234,California,Extended,High School or Below,Unemployed,M,0,Suburban,Married,Two-Door Car,Medsize," $3,108 "
JY90595,Arizona,Basic,High School or Below,Medical Leave,M,16042,Suburban,Married,Two-Door Car,Medsize," $5,529 "
HK26543,California,Basic,High School or Below,Employed,M,28056,Suburban,Married,Four-Door Car,Medsize," $5,046 "
SH55671,Arizona,Premium,College,Unemployed,F,0,Suburban,Married,Sports Car,Small," $11,413 "
SV35618,Oregon,Premium,Bachelor,Employed,F,87747,Rural,Divorced,SUV,Small," $5,935 "
RX12347,Nevada,Extended,College,Employed,M,35695,Suburban,Married,Four-Door Car,Medsize," $3,543 "
FR55658,California,Extended,Master,Employed,M,90985,Rural,Divorced,Four-Door Car,Medsize," $3,490 "
ZU73588,California,Premium,College,Employed,M,66839,Suburban,Single,Sports Car,Medsize," $5,990 "
WT43034,California,Premium,High School or Below,Unemployed,F,0,Suburban,Married,SUV,Medsize," $12,501 "
TC78849,Oregon,Basic,Bachelor,Employed,M,24825,Rural,Married,Two-Door Car,Medsize," $2,497 "
VC34764,California,Basic,College,Retired,M,26806,Suburban,Married,Four-Door Car,Medsize," $7,019 "
WO90953,Oregon,Basic,College,Employed,F,56835,Suburban,Married,Two-Door Car,Small," $5,388 "
KO46064,California,Basic,Bachelor,Employed,M,46135,Rural,Married,Four-Door Car,Medsize," $2,730 "
RB34917,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $5,162 "
BI38192,Oregon,Basic,High School or Below,Employed,F,22862,Suburban,Married,Two-Door Car,Medsize," $7,937 "
PU18983,Oregon,Basic,High School or Below,Employed,F,21450,Suburban,Divorced,Sports Car,Small," $8,608 "
SW79912,Oregon,Basic,Bachelor,Employed,M,95854,Suburban,Married,Two-Door Car,Small," $2,633 "
ES39217,Oregon,Extended,Bachelor,Employed,F,44897,Suburban,Married,Four-Door Car,Small," $7,785 "
OY51402,Washington,Basic,High School or Below,Employed,F,54040,Rural,Married,SUV,Medsize," $8,256 "
UA19178,Oregon,Basic,Master,Employed,F,53265,Urban,Married,Four-Door Car,Small," $4,981 "
PR53785,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Married,Luxury Car,Small," $7,457 "
RJ85627,Washington,Basic,Bachelor,Employed,F,43817,Urban,Married,Four-Door Car,Medsize," $12,303 "
CN90378,California,Extended,High School or Below,Employed,F,54780,Rural,Married,Four-Door Car,Large," $6,863 "
KI56154,Nevada,Basic,High School or Below,Unemployed,M,0,Suburban,Married,Sports Car,Medsize," $9,049 "
UI55951,California,Basic,Bachelor,Employed,M,67798,Suburban,Divorced,Four-Door Car,Medsize," $5,548 "
FF28650,Oregon,Basic,Bachelor,Retired,M,21442,Suburban,Divorced,SUV,Medsize," $8,313 "
FS55302,California,Basic,Bachelor,Employed,M,27615,Suburban,Married,Four-Door Car,Medsize," $2,390 "
TN79487,California,Basic,Bachelor,Retired,M,17622,Suburban,Divorced,Four-Door Car,Medsize," $4,458 "
HG32616,Nevada,Extended,High School or Below,Employed,M,50200,Urban,Divorced,Sports Car,Medsize," $5,296 "
UK41984,Arizona,Basic,Doctor,Unemployed,F,0,Suburban,Divorced,SUV,Medsize," $3,840 "
LZ52266,California,Extended,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Large," $3,732 "
ZK21724,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,SUV,Large," $4,017 "
QE22757,Nevada,Basic,Doctor,Employed,M,36631,Rural,Divorced,Four-Door Car,Large," $2,491 "
ON77649,Oregon,Basic,College,Employed,F,35895,Urban,Married,Four-Door Car,Medsize," $2,909 "
RN82884,Arizona,Basic,College,Employed,F,40864,Rural,Married,SUV,Medsize," $4,283 "
CQ75652,Oregon,Premium,College,Unemployed,M,0,Suburban,Divorced,Four-Door Car,Medsize," $8,342 "
FF58467,Arizona,Basic,Master,Employed,F,93018,Rural,Divorced,Four-Door Car,Medsize," $5,091 "
WO29605,Oregon,Basic,College,Employed,F,48875,Rural,Married,Two-Door Car,Small," $2,437 "
TL77607,California,Basic,Bachelor,Employed,M,67969,Urban,Married,Four-Door Car,Medsize," $8,853 "
OS39723,Oregon,Basic,Doctor,Employed,F,68665,Suburban,Married,Two-Door Car,Small," $5,600 "
TU92578,California,Extended,College,Employed,M,45345,Suburban,Married,SUV,Medsize," $14,697 "
IJ50779,Washington,Basic,High School or Below,Medical Leave,M,17101,Suburban,Single,SUV,Medsize," $12,299 "
YE68736,California,Premium,Bachelor,Employed,F,32051,Suburban,Married,SUV,Medsize," $7,725 "
EU68825,Oregon,Basic,Master,Employed,F,63834,Rural,Married,Sports Car,Small," $8,001 "
DJ77787,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $7,281 "
LN26837,California,Basic,High School or Below,Employed,M,72421,Suburban,Married,Four-Door Car,Small," $2,592 "
NW54906,Oregon,Basic,College,Employed,M,28432,Suburban,Married,SUV,Small," $13,870 "
SI26888,Nevada,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $4,764 "
YD74948,Oregon,Basic,College,Employed,F,63860,Urban,Married,Four-Door Car,Medsize," $2,472 "
CA86085,Washington,Basic,High School or Below,Employed,M,67176,Suburban,Single,Four-Door Car,Large," $5,608 "
BW52697,California,Basic,College,Employed,F,86132,Urban,Married,Two-Door Car,Medsize," $5,505 "
NL41409,Oregon,Basic,Bachelor,Employed,F,28519,Suburban,Married,Two-Door Car,Large," $2,606 "
OD69005,Arizona,Extended,High School or Below,Employed,F,39102,Rural,Married,Four-Door Car,Medsize," $10,482 "
ZZ91716,California,Extended,Bachelor,Unemployed,F,0,Suburban,Married,Four-Door Car,Small," $3,257 "
UK70255,California,Extended,College,Employed,F,97298,Rural,Single,Sports Car,Medsize," $30,476 "
QT25383,Nevada,Extended,High School or Below,Employed,M,41986,Suburban,Single,Two-Door Car,Small," $6,365 "
AW18068,Arizona,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $9,469 "
NS45347,Oregon,Basic,College,Medical Leave,F,17291,Suburban,Married,Four-Door Car,Medsize," $5,631 "
